index,ethnicity,ethnicity_1,ethnicity_2,ethnicity_3
1227,white,white,,
1228,white,white,,
1229,white,white,,
1230,white,white,,
1231,white,white,,
1232,white,white,,
1233,hispanic / latin,rather not disclose,,
1234,white,white,,
1235,white,white,,
1236,white,white,,
1237,white,white,,
1238,"asian, white",asian,white,
1239,rather not disclose,rather not disclose,,
1240,white,white,,
1241,white,white,,
1242,rather not disclose,rather not disclose,,
1243,white,white,,
1244,white,white,,
1245,rather not disclose,rather not disclose,,
1246,"asian, white",asian,white,
1247,asian,asian,,
1248,asian,asian,,
1249,asian,asian,,
1250,white,white,,
1251,indian,indian,,
1252,white,white,,
1253,white,white,,
1254,black,black,,
1255,white,white,,
1256,indian,indian,,
1257,white,white,,
1258,white,white,,
1259,white,white,,
1260,rather not disclose,rather not disclose,,
1261,rather not disclose,rather not disclose,,
1262,"asian, middle eastern, black, native american, indian, pacific islander, hispanic / latin, white, other",asian,black,white
1263,white,white,,
1264,white,white,,
1265,asian,asian,,
1266,white,white,,
1267,white,white,,
1268,"middle eastern, hispanic / latin",middle eastern,,
1269,black,black,,
1270,white,white,,
1271,white,white,,
1272,white,white,,
1273,white,white,,
1274,other,rather not disclose,,other
1275,white,white,,
1276,white,white,,
1277,asian,asian,,
1278,rather not disclose,rather not disclose,,
1279,white,white,,
1280,white,white,,
1281,indian,indian,,
1282,white,white,,
1283,rather not disclose,rather not disclose,,
1284,white,white,,
1285,white,white,,
1286,white,white,,
1287,asian,asian,,
1288,asian,asian,,
1289,rather not disclose,rather not disclose,,
1290,white,white,,
1291,asian,asian,,
1292,asian,asian,,
1293,black,black,,
1294,white,white,,
1295,other,rather not disclose,,other
1296,black,black,,
1297,white,white,,
1298,white,white,,
1299,"middle eastern, indian",middle eastern,indian,
1300,white,white,,
1301,hispanic / latin,rather not disclose,,
1302,asian,asian,,
1303,white,white,,
1304,white,white,,
1305,"asian, pacific islander",asian,pacific islander,
1306,white,white,,
1307,white,white,,
1308,hispanic / latin,rather not disclose,,
1309,other,rather not disclose,,other
1310,white,white,,
1311,white,white,,
1312,white,white,,
1313,white,white,,
1314,other,rather not disclose,,other
1315,white,white,,
1316,hispanic / latin,rather not disclose,,
1317,"hispanic / latin, white",white,,
1318,hispanic / latin,rather not disclose,,
1319,white,white,,
1320,white,white,,
1321,"hispanic / latin, other",rather not disclose,,other
1322,other,rather not disclose,,other
1323,white,white,,
1324,white,white,,
1325,white,white,,
1326,white,white,,
1327,indian,indian,,
1328,indian,indian,,
1329,"asian, indian",asian,indian,
1330,asian,asian,,
1331,asian,asian,,
1332,indian,indian,,
1333,"middle eastern, white",white,middle eastern,
1334,rather not disclose,rather not disclose,,
1335,rather not disclose,rather not disclose,,
1336,white,white,,
1337,white,white,,
1338,rather not disclose,rather not disclose,,
1339,white,white,,
1340,indian,indian,,
1341,white,white,,
1342,rather not disclose,rather not disclose,,
1343,white,white,,
1344,white,white,,
1345,white,white,,
1346,white,white,,
1347,white,white,,
1348,white,white,,
1349,hispanic / latin,rather not disclose,,
1350,black,black,,
1351,rather not disclose,rather not disclose,,
1352,white,white,,
1353,white,white,,
1354,rather not disclose,rather not disclose,,
1355,hispanic / latin,rather not disclose,,
1356,white,white,,
1357,white,white,,
1358,white,white,,
1359,white,white,,
1360,black,black,,
1361,white,white,,
1362,rather not disclose,rather not disclose,,
1363,white,white,,
1364,white,white,,
1365,white,white,,
1366,white,white,,
1367,hispanic / latin,rather not disclose,,
1368,hispanic / latin,rather not disclose,,
1369,rather not disclose,rather not disclose,,
1370,white,white,,
1371,white,white,,
1372,other,rather not disclose,,other
1373,asian,asian,,
1374,white,white,,
1375,rather not disclose,rather not disclose,,
1376,white,white,,
1377,white,white,,
1378,rather not disclose,rather not disclose,,
1379,white,white,,
1380,asian,asian,,
1381,rather not disclose,rather not disclose,,
1382,rather not disclose,rather not disclose,,
1383,"asian, white",asian,white,
1384,white,white,,
1385,white,white,,
1386,white,white,,
1387,"white, other",white,,other
1388,white,white,,
1389,white,white,,
1390,indian,indian,,
1391,pacific islander,pacific islander,,
1392,"hispanic / latin, white",white,,
1393,black,black,,
1394,"asian, white",asian,white,
1395,white,white,,
1396,asian,asian,,
1397,white,white,,
1398,white,white,,
1399,asian,asian,,
1400,white,white,,
1401,"native american, white",white,native american,
1402,asian,asian,,
1403,white,white,,
1404,"hispanic / latin, white",white,,
1405,white,white,,
1406,"asian, white",asian,white,
1407,rather not disclose,rather not disclose,,
1408,middle eastern,middle eastern,,
1409,white,white,,
1410,white,white,,
1411,white,white,,
1412,white,white,,
1413,white,white,,
1414,white,white,,
1415,asian,asian,,
1416,asian,asian,,
1417,asian,asian,,
1418,asian,asian,,
1419,asian,asian,,
1420,asian,asian,,
1421,"pacific islander, other",pacific islander,,other
1422,rather not disclose,rather not disclose,,
1423,asian,asian,,
1424,"asian, white",asian,white,
1425,white,white,,
1426,white,white,,
1427,pacific islander,pacific islander,,
1428,white,white,,
1429,white,white,,
1430,white,white,,
1431,white,white,,
1432,white,white,,
1433,asian,asian,,
1434,hispanic / latin,rather not disclose,,
1435,asian,asian,,
1436,white,white,,
1437,asian,asian,,
1438,pacific islander,pacific islander,,
1439,white,white,,
1440,white,white,,
1441,white,white,,
1442,rather not disclose,rather not disclose,,
1443,rather not disclose,rather not disclose,,
1444,white,white,,
1445,white,white,,
1446,"pacific islander, white",white,pacific islander,
1447,"white, other",white,,other
1448,asian,asian,,
1449,white,white,,
1450,white,white,,
1451,white,white,,
1452,white,white,,
1453,white,white,,
1454,hispanic / latin,rather not disclose,,
1455,other,rather not disclose,,other
1456,hispanic / latin,rather not disclose,,
1457,asian,asian,,
1458,white,white,,
1459,rather not disclose,rather not disclose,,
1460,asian,asian,,
1461,asian,asian,,
1462,white,white,,
1463,hispanic / latin,rather not disclose,,
1464,"black, native american, white, other",black,white,native american
1465,white,white,,
1466,rather not disclose,rather not disclose,,
1467,white,white,,
1468,white,white,,
1469,white,white,,
1470,rather not disclose,rather not disclose,,
1471,white,white,,
1472,white,white,,
1473,hispanic / latin,rather not disclose,,
1474,white,white,,
1475,white,white,,
1476,rather not disclose,rather not disclose,,
1477,indian,indian,,
1478,black,black,,
1479,white,white,,
1480,white,white,,
1481,white,white,,
1482,pacific islander,pacific islander,,
1483,white,white,,
1484,asian,asian,,
1485,rather not disclose,rather not disclose,,
1486,asian,asian,,
1487,indian,indian,,
1488,white,white,,
1489,asian,asian,,
1490,white,white,,
1491,white,white,,
1492,white,white,,
1493,asian,asian,,
1494,white,white,,
1495,hispanic / latin,rather not disclose,,
1496,white,white,,
1497,black,black,,
1498,white,white,,
1499,white,white,,
1500,white,white,,
1501,asian,asian,,
1502,rather not disclose,rather not disclose,,
1503,white,white,,
1504,white,white,,
1505,asian,asian,,
1506,rather not disclose,rather not disclose,,
1507,white,white,,
1508,white,white,,
1509,asian,asian,,
1510,white,white,,
1511,white,white,,
1512,white,white,,
1513,"middle eastern, white",white,middle eastern,
1514,white,white,,
1515,white,white,,
1516,"black, pacific islander",black,pacific islander,
1517,white,white,,
1518,white,white,,
1519,white,white,,
1520,asian,asian,,
1521,white,white,,
1522,white,white,,
1523,"middle eastern, native american, white",white,middle eastern,native american
1524,hispanic / latin,rather not disclose,,
1525,indian,indian,,
1526,white,white,,
1527,asian,asian,,
1528,white,white,,
1529,white,white,,
1530,white,white,,
1531,white,white,,
1532,white,white,,
1533,hispanic / latin,rather not disclose,,
1534,white,white,,
1535,"asian, pacific islander",asian,pacific islander,
1536,white,white,,
1537,white,white,,
1538,white,white,,
1539,"pacific islander, white",white,pacific islander,
1540,white,white,,
1541,asian,asian,,
1542,white,white,,
1543,"asian, white",asian,white,
1544,"asian, white",asian,white,
1545,white,white,,
1546,white,white,,
1547,white,white,,
1548,white,white,,
1549,rather not disclose,rather not disclose,,
1550,rather not disclose,rather not disclose,,
1551,white,white,,
1552,"white, other",white,,other
1553,white,white,,
1554,white,white,,
1555,white,white,,
1556,white,white,,
1557,rather not disclose,rather not disclose,,
1558,rather not disclose,rather not disclose,,
1559,rather not disclose,rather not disclose,,
1560,hispanic / latin,rather not disclose,,
1561,"black, other",black,,other
1562,white,white,,
1563,white,white,,
1564,white,white,,
1565,white,white,,
1566,white,white,,
1567,white,white,,
1568,white,white,,
1569,rather not disclose,rather not disclose,,
1570,white,white,,
1571,white,white,,
1572,white,white,,
1573,white,white,,
1574,white,white,,
1575,white,white,,
1576,white,white,,
1577,white,white,,
1578,white,white,,
1579,white,white,,
1580,middle eastern,middle eastern,,
1581,white,white,,
1582,"pacific islander, white",white,pacific islander,
1583,white,white,,
1584,white,white,,
1585,white,white,,
1586,white,white,,
1587,white,white,,
1588,white,white,,
1589,white,white,,
1590,other,rather not disclose,,other
1591,rather not disclose,rather not disclose,,
1592,white,white,,
1593,white,white,,
1594,white,white,,
1595,white,white,,
1596,white,white,,
1597,white,white,,
1598,white,white,,
1599,white,white,,
1600,white,white,,
1601,white,white,,
1602,white,white,,
1603,white,white,,
1604,white,white,,
1605,"hispanic / latin, other",rather not disclose,,other
1606,"native american, white",white,native american,
1607,white,white,,
1608,white,white,,
1609,black,black,,
1610,white,white,,
1611,white,white,,
1612,white,white,,
1613,"native american, white",white,native american,
1614,white,white,,
1615,"asian, middle eastern, black, native american, indian, pacific islander, hispanic / latin, white, other",asian,black,white
1616,"white, other",white,,other
1617,white,white,,
1618,asian,asian,,
1619,white,white,,
1620,white,white,,
1621,"asian, white",asian,white,
1622,other,rather not disclose,,other
1623,indian,indian,,
1624,indian,indian,,
1625,white,white,,
1626,white,white,,
1627,asian,asian,,
1628,white,white,,
1629,white,white,,
1630,asian,asian,,
1631,middle eastern,middle eastern,,
1632,white,white,,
1633,rather not disclose,rather not disclose,,
1634,white,white,,
1635,hispanic / latin,rather not disclose,,
1636,asian,asian,,
1637,white,white,,
1638,white,white,,
1639,white,white,,
1640,asian,asian,,
1641,hispanic / latin,rather not disclose,,
1642,black,black,,
1643,white,white,,
1644,rather not disclose,rather not disclose,,
1645,white,white,,
1646,rather not disclose,rather not disclose,,
1647,white,white,,
1648,indian,indian,,
1649,indian,indian,,
1650,asian,asian,,
1651,rather not disclose,rather not disclose,,
1652,white,white,,
1653,white,white,,
1654,"asian, native american",asian,native american,
1655,white,white,,
1656,white,white,,
1657,asian,asian,,
1658,"white, other",white,,other
1659,white,white,,
1660,white,white,,
1661,indian,indian,,
1662,white,white,,
1663,white,white,,
1664,"asian, hispanic / latin, white",asian,white,
1665,asian,asian,,
1666,indian,indian,,
1667,rather not disclose,rather not disclose,,
1668,white,white,,
1669,white,white,,
1670,white,white,,
1671,white,white,,
1672,asian,asian,,
1673,white,white,,
1674,"hispanic / latin, white",white,,
1675,indian,indian,,
1676,rather not disclose,rather not disclose,,
1677,white,white,,
1678,rather not disclose,rather not disclose,,
1679,white,white,,
1680,white,white,,
1681,white,white,,
1682,white,white,,
1683,white,white,,
1684,white,white,,
1685,white,white,,
1686,white,white,,
1687,other,rather not disclose,,other
1688,white,white,,
1689,asian,asian,,
1690,white,white,,
1691,white,white,,
1692,white,white,,
1693,white,white,,
1694,asian,asian,,
1695,white,white,,
1696,white,white,,
1697,hispanic / latin,rather not disclose,,
1698,hispanic / latin,rather not disclose,,
1699,black,black,,
1700,"hispanic / latin, other",rather not disclose,,other
1701,black,black,,
1702,hispanic / latin,rather not disclose,,
1703,"native american, hispanic / latin, white",white,native american,
1704,rather not disclose,rather not disclose,,
1705,hispanic / latin,rather not disclose,,
